Date,Month,Year,OUT,TOT,YOLO,SAC,MISC,SJR,XGEO,EXPORT
12/14/1983,12,1983,168095,169189,60280,80400,1399,22100,11522,2561
12/15/1983,12,1983,157253,159389,52454,79500,945,21800,11402,1941
12/16/1983,12,1983,144209,149123,44316,78000,817,21700,11203,3401
12/17/1983,12,1983,135135,139866,37883,75700,593,21500,10897,2588
12/18/1983,12,1983,125934,130979,31922,73600,457,21100,10617,2952
12/19/1983,12,1983,118877,122965,27804,71000,431,20100,10272,1995
12/20/1983,12,1983,111468,116975,24531,69800,404,18800,10112,3414
12/21/1983,12,1983,107648,111110,21198,69200,292,17300,10032,2909
12/22/1983,12,1983,106569,106016,18774,68500,192,15600,9939,2046
12/23/1983,12,1983,107101,103701,16986,68000,865,14500,9873,2688
12/24/1983,12,1983,123889,116571,19977,71600,4704,14100,10351,2065
12/25/1983,12,1983,182625,170895,52276,79400,10119,15000,11389,998
12/26/1983,12,1983,240821,229182,96708,88400,9824,17700,12586,58
12/27/1983,12,1983,322793,314344,181990,91900,8684,17500,13051,1120
12/28/1983,12,1983,356087,351622,221988,92700,7484,18600,13158,1665
12/29/1983,12,1983,337653,337157,209194,91900,6993,20500,13051,2389
12/30/1983,12,1983,296585,297625,171063,89100,6312,22800,12679,1712
12/31/1983,12,1983,257393,258377,135572,83600,5525,25700,11947,1706
1/1/1984,1,1984,228366,230732,110044,80000,4698,28900,11469,1698
1/2/1984,1,1984,201010,203327,82181,78600,4576,31400,11282,1699
1/3/1984,1,1984,179590,181861,61369,77800,4112,32400,11176,1703
1/4/1984,1,1984,156570,159800,44046,75900,1134,32800,10923,1680
1/5/1984,1,1984,143271,145865,31727,74900,658,32800,10790,1094
1/6/1984,1,1984,135713,138498,25509,74200,359,32800,10697,1335
1/7/1984,1,1984,132394,136435,21797,73300,248,35600,10577,2641
1/8/1984,1,1984,124709,127423,17866,71800,207,32200,10378,1314
1/9/1984,1,1984,118234,120871,13661,69900,190,31900,10125,1287
1/10/1984,1,1984,111094,114570,10373,67200,177,31800,9766,2176
1/11/1984,1,1984,106654,110194,8639,65500,165,31200,9540,2240
1/12/1984,1,1984,102946,106203,7550,64200,143,30100,9367,2007
1/13/1984,1,1984,98697,101814,7050,62900,124,28100,9194,1867
1/14/1984,1,1984,93128,96218,6750,59700,108,26600,8769,1890
1/15/1984,1,1984,89710,92181,6338,57200,102,25700,8436,1271
1/16/1984,1,1984,89706,90265,6146,56000,112,25100,8277,1300
1/17/1984,1,1984,86278,88355,5913,55000,146,24500,8144,2818
1/18/1984,1,1984,86037,86597,5593,54200,133,24100,8037,1351
1/19/1984,1,1984,84548,85036,5246,53200,111,24000,7904,1279
1/20/1984,1,1984,81241,82393,4955,51100,97,23800,7625,1943
1/21/1984,1,1984,75991,78266,4685,47800,88,23400,7186,1225
1/22/1984,1,1984,71829,75101,4603,45300,80,22900,6853,2222
1/23/1984,1,1984,70241,72489,4451,43600,74,22200,6627,1248
1/24/1984,1,1984,67735,69991,4331,42100,74,21400,6428,1256
1/25/1984,1,1984,65407,67581,4289,40700,67,20500,6242,1174
1/26/1984,1,1984,61971,64591,3733,39500,63,19300,6082,1620
1/27/1984,1,1984,58231,60896,2500,38300,58,18100,5922,1715
1/28/1984,1,1984,55075,57671,1933,36700,49,17100,5710,1646
1/29/1984,1,1984,52655,55246,1577,35400,45,16400,5537,1641
1/30/1984,1,1984,51229,53833,1498,34900,43,15600,5470,1654
1/31/1984,1,1984,47820,52047,1339,34000,38,14900,5351,3327
2/1/1984,2,1984,44986,49598,1295,32400,32,14100,5138,3712
2/2/1984,2,1984,41526,47404,1141,31000,22,13500,4952,4978
2/3/1984,2,1984,41437,45965,988,30200,20,13100,4845,3628
2/4/1984,2,1984,39278,43939,883,28800,24,12700,4659,3761
2/5/1984,2,1984,35599,40887,811,26400,23,12200,4340,4388
2/6/1984,2,1984,32956,38593,810,24600,21,11800,4100,4737
2/7/1984,2,1984,31718,37092,681,23800,21,11300,3994,4474
2/8/1984,2,1984,32095,35868,563,23000,20,11100,3888,3561
2/9/1984,2,1984,28771,34868,460,22300,23,10900,3794,5885
2/10/1984,2,1984,29295,35003,474,22300,22,10800,3794,5833
2/11/1984,2,1984,29112,34583,485,22100,26,10700,3768,5596
2/12/1984,2,1984,29266,34897,470,22500,34,10600,3821,6329
2/13/1984,2,1984,28450,35163,523,22600,32,10600,3834,6723
2/14/1984,2,1984,36117,39994,667,26700,47,10400,4380,5836
2/15/1984,2,1984,43489,48903,1255,35100,179,10100,5497,7201
2/16/1984,2,1984,54961,56728,2325,40500,602,10100,6215,5732
2/17/1984,2,1984,56220,59332,3271,42600,678,10200,6494,6504
2/18/1984,2,1984,57058,60370,2869,44500,541,10200,6747,6704
2/19/1984,2,1984,51305,57821,2770,42400,448,10100,6468,7959
2/20/1984,2,1984,49320,54187,2655,39400,221,9920,6069,6195
2/21/1984,2,1984,51031,55441,2525,37500,1419,9850,5816,5459
2/22/1984,2,1984,52138,56565,2041,39800,1657,10100,6122,5476
2/23/1984,2,1984,52830,56516,1621,41100,872,10500,6295,4735
2/24/1984,2,1984,48850,54612,1282,40300,694,10200,6188,6811
2/25/1984,2,1984,45647,51731,1069,37700,622,10100,5843,7133
2/26/1984,2,1984,41625,49575,953,35900,582,9970,5603,7050
2/27/1984,2,1984,40756,48711,1020,35300,541,9770,5523,7055
2/28/1984,2,1984,40233,47824,989,34700,475,9640,5444,6691
2/29/1984,2,1984,37879,45937,828,33300,246,9610,5257,7108
3/1/1984,3,1984,38047,44524,935,32000,118,9540,5085,5527
3/2/1984,3,1984,34599,43410,1057,30900,117,9450,4938,7811
3/3/1984,3,1984,34734,42361,887,30100,101,9490,4832,6627
3/4/1984,3,1984,32665,42251,778,30400,92,9220,4872,8586
3/5/1984,3,1984,31111,40913,750,29400,71,8950,4739,8752
3/6/1984,3,1984,30180,38384,691,27100,73,8850,4433,7154
3/7/1984,3,1984,29066,36862,610,25800,69,8710,4260,6746
3/8/1984,3,1984,28318,36109,494,25400,76,8470,4207,6691
3/9/1984,3,1984,27508,35326,430,24900,60,8270,4140,6718
3/10/1984,3,1984,26858,34676,411,24400,55,8180,4074,6718
3/11/1984,3,1984,26192,34079,387,23900,50,8110,4007,6737
3/12/1984,3,1984,26401,33702,337,23600,46,8100,3967,6151
3/13/1984,3,1984,23026,33131,390,22500,50,8290,3821,8905
3/14/1984,3,1984,30251,34976,719,23000,84,7790,3888,7028
3/15/1984,3,1984,34593,37569,1046,25900,135,7610,4273,6253
3/16/1984,3,1984,39646,42985,1124,31600,108,7590,5031,6566
3/17/1984,3,1984,46235,48226,1410,36100,166,7200,5630,6887
3/18/1984,3,1984,49633,51521,1780,39600,258,7160,6095,6784
3/19/1984,3,1984,48000,53129,2554,40300,199,7570,6188,6422
3/20/1984,3,1984,44586,50660,1981,38900,155,7280,6002,6393
3/21/1984,3,1984,44033,49405,1806,38500,109,6750,5949,5641
3/22/1984,3,1984,40956,48336,1645,38000,95,6440,5883,5880
3/23/1984,3,1984,39477,47514,1490,37500,85,6380,5816,6537
3/24/1984,3,1984,37806,46312,1383,36600,67,6270,5696,6956
3/25/1984,3,1984,37383,45411,1400,35900,29,6140,5603,6478
3/26/1984,3,1984,35985,44660,1545,35000,35,6170,5484,7075
3/27/1984,3,1984,36003,44525,1593,34700,32,6300,5444,6922
3/28/1984,3,1984,34462,43382,1434,34100,31,5980,5364,7270
3/29/1984,3,1984,33259,41890,1065,33400,37,5610,5271,6981
3/30/1984,3,1984,31174,40146,725,32200,40,5420,5111,7322
3/31/1984,3,1984,30194,40197,631,32500,30,5260,5151,8303
4/1/1984,4,1984,29295,37929,613,30300,37,5230,4858,6884
4/2/1984,4,1984,27006,36335,589,29000,79,5050,4686,7579
4/3/1984,4,1984,26572,34408,404,27600,86,4950,4499,6086
4/4/1984,4,1984,23754,31596,321,25100,92,4850,4167,6042
4/5/1984,4,1984,20001,28907,301,22500,83,4820,3821,7106
4/6/1984,4,1984,18970,27657,295,21300,99,4790,3661,6887
4/7/1984,4,1984,17698,26135,313,19800,88,4790,3462,6637
4/8/1984,4,1984,13681,25040,357,18900,93,4550,3342,9509
4/9/1984,4,1984,15242,25830,369,19600,152,4510,3435,8738
4/10/1984,4,1984,17857,26373,374,20300,104,4400,3528,6953
4/11/1984,4,1984,20053,26825,349,20800,151,4280,3595,5553
4/12/1984,4,1984,20088,26622,333,20800,120,4170,3595,5315
4/13/1984,4,1984,17868,26226,297,20600,126,4050,3568,7089
4/14/1984,4,1984,15964,25086,304,19600,115,3960,3435,7853
4/15/1984,4,1984,13509,23710,268,18300,79,3990,3262,8645
4/16/1984,4,1984,13290,23114,300,17700,55,4020,3183,7924
4/17/1984,4,1984,11755,21856,323,16500,46,4000,3023,8201
4/18/1984,4,1984,11011,20743,336,15400,60,3870,2877,8462
4/19/1984,4,1984,12907,20194,343,14500,89,4080,2757,7851
4/20/1984,4,1984,14757,21005,360,15000,78,4270,5249,6812
4/21/1984,4,1984,14810,21706,375,15700,74,4320,6690,7460
4/22/1984,4,1984,13303,21418,315,15600,68,4290,6660,8679
4/23/1984,4,1984,11127,20331,298,14500,80,4390,6338,9138
4/24/1984,4,1984,9223,19091,291,13500,97,4200,6045,7918
4/25/1984,4,1984,6891,17300,282,12000,80,3980,5606,8459
4/26/1984,4,1984,6096,15979,271,10800,80,3900,5254,7933
4/27/1984,4,1984,4936,15208,254,10200,64,3780,5078,8322
4/28/1984,4,1984,5034,15288,250,10400,77,3670,5137,8254
4/29/1984,4,1984,2945,15527,249,10600,101,3720,5195,10582
4/30/1984,4,1984,3471,15974,250,11100,128,3670,5342,10503
5/1/1984,5,1984,4824,16073,252,11300,106,3610,5400,9249
5/2/1984,5,1984,5259,16044,252,11200,105,3620,5371,8785
5/3/1984,5,1984,6439,16634,69,12000,80,3520,5606,8145
5/4/1984,5,1984,8875,18408,66,13800,72,3450,6133,7433
5/5/1984,5,1984,10759,20356,61,15700,90,3470,6690,7497
5/6/1984,5,1984,12620,21131,55,16400,100,3540,6895,6411
5/7/1984,5,1984,13360,21369,53,16700,119,3530,6983,5859
5/8/1984,5,1984,12468,20725,44,16300,98,3400,4582,6107
5/9/1984,5,1984,12273,20162,50,15800,92,3370,2930,5689
5/10/1984,5,1984,11737,19557,52,15300,81,3270,2863,5620
5/11/1984,5,1984,11568,19519,49,15400,130,3110,5210,5701
5/12/1984,5,1984,11826,19538,50,15400,144,3120,6602,5412
5/13/1984,5,1984,11628,20004,56,15800,158,3120,6719,6076
5/14/1984,5,1984,12494,20833,70,16500,135,3250,4386,5989
5/15/1984,5,1984,13727,21667,61,17500,114,3190,3156,5590
5/16/1984,5,1984,13373,21676,58,17400,108,3350,3143,5903
5/17/1984,5,1984,14025,22446,54,17800,112,3760,5861,5971
5/18/1984,5,1984,14050,21745,56,16900,121,3950,7041,5245
5/19/1984,5,1984,13298,21277,55,16400,117,4010,6895,5479
5/20/1984,5,1984,15865,21175,55,16300,96,4010,6865,2760
5/21/1984,5,1984,15622,20933,59,16200,113,3860,4217,2761
5/22/1984,5,1984,14836,20190,59,16200,91,3170,2983,2754
5/23/1984,5,1984,10594,19145,50,15500,78,2890,2890,5901
5/24/1984,5,1984,9953,18898,50,15400,46,2770,5319,6245
5/25/1984,5,1984,9856,18413,47,15000,67,2710,6485,5807
5/26/1984,5,1984,10343,18436,33,15100,85,2620,6514,5343
5/27/1984,5,1984,7423,18588,31,15200,91,2680,6543,8365
5/28/1984,5,1984,8203,18307,32,14900,77,2700,6455,7254
5/29/1984,5,1984,8117,18188,32,15000,66,2590,6485,7171
5/30/1984,5,1984,9298,17627,33,14600,61,2440,6367,5379
5/31/1984,5,1984,9163,17486,28,14600,47,2350,6367,5323
6/1/1984,6,1984,9775,17414,34,14600,67,2250,6367,4589
6/2/1984,6,1984,7769,17061,39,14300,64,2170,6279,6192
6/3/1984,6,1984,5899,17002,44,14100,65,2290,6221,7953
6/4/1984,6,1984,6775,17350,47,14200,111,2480,6250,7375
6/5/1984,6,1984,8697,16950,43,13800,126,2470,6133,5003
6/6/1984,6,1984,7865,17149,45,13900,115,2530,6162,5984
6/7/1984,6,1984,9076,18248,60,15000,129,2520,6485,5822
6/8/1984,6,1984,9337,18863,58,15500,118,2520,6631,6126
6/9/1984,6,1984,10038,19605,53,16400,100,2430,6895,6117
6/10/1984,6,1984,7868,20391,47,17100,153,2470,7100,9023
6/11/1984,6,1984,9570,19685,56,16200,185,2650,6836,6565
6/12/1984,6,1984,8431,18372,41,15100,117,2570,6514,6341
6/13/1984,6,1984,7535,16960,34,13900,91,2400,6162,5775
6/14/1984,6,1984,6368,15904,36,12900,93,2340,5869,5836
6/15/1984,6,1984,6858,16262,39,13200,85,2380,5957,5654
6/16/1984,6,1984,8058,17320,39,14200,120,2400,6250,5462
6/17/1984,6,1984,8205,17887,38,14800,111,2380,6426,5832
6/18/1984,6,1984,8221,18459,37,15300,111,2480,6572,6338
6/19/1984,6,1984,7362,17724,35,14700,109,2360,6397,6412
6/20/1984,6,1984,7996,17330,36,14500,95,2180,6338,5334
6/21/1984,6,1984,7767,17480,33,14700,92,2110,6397,5663
6/22/1984,6,1984,6995,16933,31,14200,94,2060,6250,5838
6/23/1984,6,1984,7639,17565,30,14900,83,2040,6455,5826
6/24/1984,6,1984,6204,18166,28,15500,89,2040,6631,7812
6/25/1984,6,1984,7388,18424,24,15600,89,2220,6660,6836
6/26/1984,6,1984,7143,17877,21,15200,82,2130,6543,6534
6/27/1984,6,1984,7100,17885,22,15300,87,2050,6572,6535
6/28/1984,6,1984,7296,18102,23,15600,78,1980,6660,6556
6/29/1984,6,1984,8751,19459,26,16900,105,1990,7041,6408
6/30/1984,6,1984,9764,20672,27,18100,129,2010,7393,6608
7/1/1984,7,1984,7532,21846,27,19200,114,2080,7715,10014
7/2/1984,7,1984,7872,22161,27,19400,103,2210,7774,9989
7/3/1984,7,1984,9067,22959,28,20400,76,2040,8067,9542
7/4/1984,7,1984,9903,23506,25,21100,31,1930,8272,9253
7/5/1984,7,1984,10244,23290,24,20800,51,1960,8184,8646
7/6/1984,7,1984,10811,23165,24,20700,34,1970,8155,7954
7/7/1984,7,1984,10396,23365,20,20900,58,1970,8213,8569
7/8/1984,7,1984,8615,23610,22,21100,66,1980,8272,10595
7/9/1984,7,1984,9835,23670,21,21200,60,1930,8301,9435
7/10/1984,7,1984,10075,23622,24,21200,61,1930,8301,9147
7/11/1984,7,1984,9818,23653,23,21300,103,1820,8330,9435
7/12/1984,7,1984,9831,23500,23,21200,75,1770,8301,9269
7/13/1984,7,1984,9813,23484,22,21200,92,1770,8301,9271
7/14/1984,7,1984,10182,23833,22,21600,55,1770,8418,9251
7/15/1984,7,1984,9877,24064,21,21600,94,1940,8418,9787
7/16/1984,7,1984,10046,24417,21,21900,95,1990,8506,9971
7/17/1984,7,1984,9967,24304,21,22000,71,1830,8536,9937
7/18/1984,7,1984,10394,24460,21,22200,64,1800,8594,9666
7/19/1984,7,1984,10511,24888,20,22600,86,1790,8711,9977
7/20/1984,7,1984,10614,24749,20,22500,108,1710,8682,9785
7/21/1984,7,1984,10526,24479,20,22200,126,1710,8594,9603
7/22/1984,7,1984,10927,25291,19,22900,188,1770,8799,10014
7/23/1984,7,1984,11212,25583,19,23100,175,1870,8858,10021
7/24/1984,7,1984,10792,25094,19,22700,102,1870,8741,9952
7/25/1984,7,1984,11171,25170,18,22800,114,1840,8770,9699
7/26/1984,7,1984,10108,23893,18,21500,121,1860,8389,9485
7/27/1984,7,1984,11270,25062,18,22700,96,1850,8741,9492
7/28/1984,7,1984,10754,24595,17,22100,135,1940,8565,9591
7/29/1984,7,1984,10709,24869,17,22300,114,2040,8623,9910
7/30/1984,7,1984,10537,24722,17,22100,117,2060,8565,9935
7/31/1984,7,1984,10541,24584,16,22100,73,2020,8565,9843
8/1/1984,8,1984,10022,24397,16,22000,80,1950,8536,10175
8/2/1984,8,1984,9569,23667,16,21300,66,1930,8330,9898
8/3/1984,8,1984,9379,23399,15,21000,86,1910,8243,9870
8/4/1984,8,1984,8777,23134,15,20700,84,1910,8155,10207
8/5/1984,8,1984,8458,22768,15,20300,111,1930,8037,10210
8/6/1984,8,1984,8451,23001,14,20400,124,2030,8067,10450
8/7/1984,8,1984,8535,22972,14,20500,88,1950,8096,10387
8/8/1984,8,1984,7958,22412,14,20100,78,1830,7979,10404
8/9/1984,8,1984,7473,22086,14,19800,71,1830,7891,10613
8/10/1984,8,1984,7611,21620,11,19300,74,1850,7744,10009
8/11/1984,8,1984,6917,21289,13,18900,88,1880,7627,10422
8/12/1984,8,1984,6285,20607,12,18100,101,1970,7393,10372
8/13/1984,8,1984,5580,19879,15,17200,104,2110,7129,10399
8/14/1984,8,1984,5077,19353,16,16700,96,2100,6983,10426
8/15/1984,8,1984,4874,19148,18,16500,124,2010,6924,10424
8/16/1984,8,1984,5413,19391,17,16700,162,2010,6983,10178
8/17/1984,8,1984,6047,19443,18,16700,148,2090,6983,9596
8/18/1984,8,1984,6026,19695,16,16800,170,2210,7012,9919
8/19/1984,8,1984,6553,19996,13,17100,146,2230,7100,9743
8/20/1984,8,1984,6940,20538,13,17600,147,2300,7246,9898
8/21/1984,8,1984,7194,20679,15,17800,132,2240,7305,9835
8/22/1984,8,1984,8408,21203,15,18200,155,2360,7422,9195
8/23/1984,8,1984,8566,21478,17,18400,147,2440,7481,9312
8/24/1984,8,1984,8606,21565,17,18400,178,2490,7481,9409
8/25/1984,8,1984,8693,21847,17,18700,138,2470,7569,9654
8/26/1984,8,1984,9647,22018,20,18800,192,2490,7598,8921
8/27/1984,8,1984,9936,22911,20,19400,212,2750,7774,9525
8/28/1984,8,1984,10785,22847,21,19500,174,2630,7803,8662
8/29/1984,8,1984,11731,22179,19,19000,157,2520,7657,7098
8/30/1984,8,1984,11829,21596,20,18300,183,2570,7451,6467
8/31/1984,8,1984,12197,21411,18,18100,168,2570,7393,6193
9/1/1984,9,1984,13834,21301,18,18000,150,2590,7364,6788
9/2/1984,9,1984,13085,21716,18,18300,192,2660,7451,7952
9/3/1984,9,1984,14929,22149,12,18700,209,2670,7569,6591
9/4/1984,9,1984,14735,21991,10,18600,160,2660,7539,6677
9/5/1984,9,1984,14639,21543,13,18200,130,2680,7422,6146
9/6/1984,9,1984,11542,20891,13,17500,121,2710,7217,6349
9/7/1984,9,1984,11812,21080,14,17600,141,2780,7246,6318
9/8/1984,9,1984,12950,21941,15,18500,125,2750,7510,6091
9/9/1984,9,1984,15255,22133,14,18700,169,2680,7569,3978
9/10/1984,9,1984,12612,21153,14,17600,168,2800,7246,5691
9/11/1984,9,1984,13349,21366,14,17800,173,2810,7305,5217
9/12/1984,9,1984,13446,21836,18,18300,125,2830,7451,5640
9/13/1984,9,1984,14908,22399,21,18800,129,2890,7598,4791
9/14/1984,9,1984,13330,22403,19,18800,182,2870,7598,6423
9/15/1984,9,1984,13918,22347,20,18800,170,2820,7598,5829
9/16/1984,9,1984,13220,22430,21,18800,134,2910,7598,6610
9/17/1984,9,1984,14547,21879,21,18100,134,3040,7393,4782
9/18/1984,9,1984,14620,22446,21,18700,102,3030,7569,5326
9/19/1984,9,1984,15918,23096,24,19400,132,2940,7774,4728
9/20/1984,9,1984,16178,23551,24,19800,147,2970,7891,4923
9/21/1984,9,1984,17171,23643,22,19800,172,3040,7891,4072
9/22/1984,9,1984,15589,22688,21,18800,165,3090,7598,4749
9/23/1984,9,1984,15025,22061,18,18100,144,3180,7393,4686
9/24/1984,9,1984,14637,21352,17,17300,182,3220,7158,4415
9/25/1984,9,1984,12519,19720,17,15700,169,3200,6690,4951
9/26/1984,9,1984,11387,18724,18,14700,173,3190,6397,5087
9/27/1984,9,1984,11324,18556,19,14600,183,3140,6367,5032
9/28/1984,9,1984,10756,18231,19,14300,208,3100,6279,5275
9/29/1984,9,1984,10581,17899,21,14000,186,3090,6192,5168
9/30/1984,9,1984,9771,18493,20,14500,181,3180,6338,6572
10/1/1984,10,1984,12963,20497,19,15800,133,3890,6719,5384
10/2/1984,10,1984,13064,20226,19,15700,204,3730,6690,5062
10/3/1984,10,1984,12816,19583,21,15200,161,3670,6543,4717
10/4/1984,10,1984,12057,18973,20,14500,174,3720,6338,4866
10/5/1984,10,1984,11846,18563,20,14000,142,3810,6192,4717
10/6/1984,10,1984,11884,18499,20,13800,133,3940,6133,4615
10/7/1984,10,1984,12293,19120,19,14300,127,4080,6279,4877
10/8/1984,10,1984,11730,18918,20,14100,125,4080,6221,5238
10/9/1984,10,1984,12196,19067,20,14400,134,3930,6309,4921
10/10/1984,10,1984,12225,18526,21,14000,143,3800,6192,4401
10/11/1984,10,1984,12449,18753,22,14100,147,3840,6221,5149
10/12/1984,10,1984,9809,17918,22,13100,171,3990,5928,6954
10/13/1984,10,1984,9989,18163,19,13300,149,4040,5986,7019
10/14/1984,10,1984,8126,18881,19,13800,186,4240,6133,9650
10/15/1984,10,1984,10716,18649,19,13600,178,4210,6074,6828
10/16/1984,10,1984,11648,17576,20,12500,205,4170,5752,4078
10/17/1984,10,1984,20091,19251,23,13300,197,5030,5986,3958
10/18/1984,10,1984,20128,19090,20,12600,203,5510,5781,3810
10/19/1984,10,1984,18071,18906,20,12500,139,5540,5752,5683
10/20/1984,10,1984,17741,18803,20,12600,94,5400,5781,5910
10/21/1984,10,1984,16814,17918,19,12400,48,4760,5723,5952
10/22/1984,10,1984,10518,17321,20,12400,34,4190,5723,5003
10/23/1984,10,1984,11202,17051,21,12400,25,3940,5723,4099
10/24/1984,10,1984,10601,16449,18,11900,22,3840,5576,4098
10/25/1984,10,1984,9948,15779,17,11500,22,3580,5459,4081
10/26/1984,10,1984,8440,15230,17,11100,14,3440,5342,5040
10/27/1984,10,1984,6828,15864,17,11800,7,3380,5547,7286
10/28/1984,10,1984,4826,16017,18,11900,5,3430,5576,10415
10/29/1984,10,1984,7916,16614,18,12200,10,3290,5664,8087
10/30/1984,10,1984,9232,16690,19,12600,7,3240,5781,6847
10/31/1984,10,1984,10712,16861,19,12900,5,3200,5869,5538
11/1/1984,11,1984,10533,17071,19,13200,9,3120,5957,5927
11/2/1984,11,1984,7713,16558,20,12800,39,3050,5840,7260
11/3/1984,11,1984,9682,17596,21,14000,26,2880,6192,6615
11/4/1984,11,1984,7188,17448,22,13900,28,2780,6162,8961
11/5/1984,11,1984,7789,17736,23,14300,25,2720,6279,8935
11/6/1984,11,1984,8105,18076,23,14700,20,2680,6397,8959
11/7/1984,11,1984,8507,17972,23,14600,32,2650,6367,8453
11/8/1984,11,1984,14477,18432,27,14800,100,2710,6426,8609
11/9/1984,11,1984,16562,19681,23,15800,205,2740,6719,8002
11/10/1984,11,1984,16733,19666,24,16100,100,2680,6807,9076
11/11/1984,11,1984,18463,20528,27,17000,86,2660,7071,8208
11/12/1984,11,1984,19372,21109,27,17600,73,2620,7246,7880
11/13/1984,11,1984,23170,26843,34,22500,326,2610,5624,8498
11/14/1984,11,1984,30578,33972,26,29500,532,2630,4752,7990
11/15/1984,11,1984,34432,39646,1657,34000,288,2620,5351,8213
11/16/1984,11,1984,38472,40762,2186,34800,156,2620,5457,7581
11/17/1984,11,1984,37998,40010,2581,33700,126,2670,5311,7303
11/18/1984,11,1984,32794,40585,3010,33900,122,2620,5337,8612
11/19/1984,11,1984,33508,41338,3191,34500,123,2590,5417,8651
11/20/1984,11,1984,32840,40534,3255,33700,96,2570,5311,8465
11/21/1984,11,1984,31486,39269,3184,32400,158,2580,5138,8268
11/22/1984,11,1984,30287,38773,3045,32000,134,2630,5085,8971
11/23/1984,11,1984,30290,38935,2807,32200,117,2880,5111,8901
11/24/1984,11,1984,32538,38326,2453,31300,316,3110,4991,9196
11/25/1984,11,1984,35471,41010,2310,33400,702,3280,5271,8897
11/26/1984,11,1984,39130,44674,2522,37200,391,3430,5776,6896
11/27/1984,11,1984,37690,44211,2589,36900,239,3430,5736,7823
11/28/1984,11,1984,44643,46235,2786,37800,617,3450,5856,6282
11/29/1984,11,1984,42898,47741,3351,38600,862,3440,5962,6381
11/30/1984,11,1984,45233,49820,3408,41200,439,3500,6308,6075
12/1/1984,12,1984,42164,48346,2917,40500,257,3530,6215,7620
12/2/1984,12,1984,37491,45206,2398,38300,192,3250,5922,9153
12/3/1984,12,1984,35747,44295,2164,36900,1046,3140,5736,9986
12/4/1984,12,1984,36721,43949,2420,36400,797,3320,5670,8616
12/5/1984,12,1984,39899,46817,2930,38100,337,4470,5896,8256
12/6/1984,12,1984,41140,47911,2870,39100,207,4770,6029,8109
12/7/1984,12,1984,40125,47402,2590,39000,137,4730,6016,8565
12/8/1984,12,1984,37841,45927,2250,38200,106,4440,5909,8973
12/9/1984,12,1984,34819,43678,1911,36500,87,4260,5683,9746
12/10/1984,12,1984,33605,42165,1571,35100,392,4070,5497,9397
12/11/1984,12,1984,35354,42005,1548,34900,703,3720,5470,7488
12/12/1984,12,1984,36183,44560,2147,36300,364,4700,5656,9214
12/13/1984,12,1984,37047,46849,2298,38400,219,4930,5936,7602
12/14/1984,12,1984,35781,46430,1886,38400,148,5020,5936,8449
12/15/1984,12,1984,33752,44783,1397,37200,135,5080,5776,8831
12/16/1984,12,1984,37244,44937,1177,36700,1000,5000,5710,8588
12/17/1984,12,1984,35317,43124,37,35800,1076,5170,5590,8702
12/18/1984,12,1984,32721,40970,38,34700,483,4760,5444,9194
12/19/1984,12,1984,31865,40107,42,33200,244,5660,5244,9187
12/20/1984,12,1984,29618,39074,40,32100,183,5790,5098,10401
12/21/1984,12,1984,25147,37965,39,31100,148,5730,4965,10718
12/22/1984,12,1984,24133,36187,38,29400,125,5690,4739,9954
12/23/1984,12,1984,21705,34320,38,27800,109,5450,4526,10565
12/24/1984,12,1984,20256,32732,38,26700,97,4980,4380,10426
12/25/1984,12,1984,17968,30581,39,25000,89,4540,4154,10613
12/26/1984,12,1984,21019,29961,40,23900,83,5030,4007,6942
12/27/1984,12,1984,23109,28935,41,23300,77,4610,3927,4506
12/28/1984,12,1984,22671,29278,42,22700,73,5560,3848,5287
12/29/1984,12,1984,22963,28671,42,21900,67,5760,3741,4553
12/30/1984,12,1984,20328,27774,42,21100,66,5660,3635,6341
12/31/1984,12,1984,19323,26796,42,20600,61,5200,3568,6418
1/1/1985,1,1985,19402,26119,43,20500,53,4750,3555,5132
1/2/1985,1,1985,19747,26098,44,20100,55,5170,3502,4816
1/3/1985,1,1985,17928,25324,45,19900,51,4720,3475,5796
1/4/1985,1,1985,16888,25185,45,19400,50,5120,3409,6747
1/5/1985,1,1985,15884,24078,46,18500,47,5040,3289,6694
1/6/1985,1,1985,14963,22544,46,17300,46,4740,3129,7392
1/7/1985,1,1985,14422,21659,52,17100,54,4040,3103,7098
1/8/1985,1,1985,17886,22165,51,17400,532,3710,3143,6146
1/9/1985,1,1985,18171,22728,49,17700,367,4110,3183,6474
1/10/1985,1,1985,20647,22987,52,18200,176,4090,3249,5625
1/11/1985,1,1985,19889,22833,47,18300,115,3960,3262,4968
1/12/1985,1,1985,19383,22583,46,18100,95,3970,3236,5274
1/13/1985,1,1985,16480,22040,46,17700,81,3860,3183,5628
1/14/1985,1,1985,16245,21630,48,17700,72,3470,3183,5503
1/15/1985,1,1985,14478,21183,48,17400,63,3340,3143,5505
1/16/1985,1,1985,14979,21747,48,17300,63,4010,3129,5618
1/17/1985,1,1985,15091,21298,48,16800,57,4080,3063,5057
1/18/1985,1,1985,14091,20772,49,16300,57,4060,2996,5581
1/19/1985,1,1985,13696,20866,48,16400,54,4060,3010,6070
1/20/1985,1,1985,12827,20377,47,16000,48,3980,2957,6450
1/21/1985,1,1985,13730,19754,48,15700,44,3640,2917,4974
1/22/1985,1,1985,13457,19321,49,15500,46,3420,2890,4814
