Year,Month,Region,Flow
2014,8,West,3418.6129032258063
2014,9,West,3201.0666666666666
2014,10,West,4720.612903225807
2014,11,West,5433.7
2014,12,West,33506.93548387097
2015,1,West,6051.354838709677
2015,2,West,16257.535714285714
2015,3,West,5988.741935483871
2015,4,West,6818.266666666666
2015,5,West,5908.903225806452
2015,6,West,4796.466666666666
2015,7,West,4763.580645161291
2015,8,West,4470.064516129032
2015,9,West,4825.733333333334
2015,10,West,4737.580645161291
2015,11,West,4769.066666666667
2015,12,West,9248.612903225807
2016,1,West,27636.225806451614
2016,2,West,17844.344827586207
2016,3,West,63654.354838709674
2016,4,West,20873.9
2016,5,West,12154.129032258064
2016,6,West,7049.033333333334
2016,7,West,8252.032258064517
2016,8,West,6195.193548387097
2016,9,West,5189.766666666666
2016,10,West,7614.935483870968
2016,11,West,8668.966666666667
2016,12,West,35362.45161290323
2017,1,West,143948.4516129032
2017,2,West,269002.46428571426
2017,3,West,124338.6129032258
2017,4,West,106997.46666666666
2017,5,West,65149.32258064516
2017,6,West,28121.3
2017,7,West,9651.225806451614
2017,8,West,10235.935483870968
2017,9,West,12936.733333333334
2017,10,West,9340.58064516129
2017,11,West,9046.366666666667
2017,12,West,6841.129032258064
2018,1,West,16992
2018,2,West,11570.25
2018,3,West,28192.677419354837
2018,4,West,41906.1
2018,5,West,12687.193548387097
2018,6,West,7317.6
2018,7,West,6651.774193548387
2018,8,West,5759.806451612903
2018,9,West,6078.266666666666
2018,10,West,5005.709677419355
2018,11,West,7894.5
2018,12,West,10077.41935483871
2019,1,West,32308.774193548386
2019,2,West,81926.89285714286
2019,3,West,120729.93548387097
2019,4,West,85681.56666666667
2019,5,West,50116.74193548387
2019,6,West,32967.03333333333
2019,7,West,7633.677419354839
2019,8,West,11687.064516129032
2019,9,West,12471.733333333334
2019,10,West,13226.645161290322
2019,11,West,6787.633333333333
2019,12,West,14507.58064516129
2020,1,West,12917.645161290322
2020,2,West,11768.068965517241
2020,3,West,10325.483870967742
2020,4,West,11383.6
2020,5,West,9053.935483870968
2020,6,West,7108.266666666666
2020,7,West,4526.612903225807
2020,8,West,3395.6129032258063
2020,9,West,4271.6
1970,1,Far West,193121.4193548387
1970,2,Far West,111326.25
1970,3,Far West,55985.77419354839
1970,4,Far West,11027
1970,5,Far West,10761.064516129032
1970,6,Far West,6214.466666666666
1970,7,Far West,5256.4838709677415
1970,8,Far West,7947.419354838709
1970,9,Far West,14586.566666666668
1970,10,Far West,13423.41935483871
1970,11,Far West,26116.566666666666
1970,12,Far West,85368.93548387097
1971,1,Far West,64189.77419354839
1971,2,Far West,34195.607142857145
1971,3,Far West,32048.967741935485
1971,4,Far West,36972.3
1971,5,Far West,26405.83870967742
1971,6,Far West,21217.866666666665
1971,7,Far West,11654.064516129032
1971,8,Far West,12987.870967741936
1971,9,Far West,19659.6
1971,10,Far West,13957.41935483871
1971,11,Far West,13742.6
1971,12,Far West,23967.1935483871
1972,1,Far West,21338.774193548386
1972,2,Far West,21968.068965517243
1972,3,Far West,18127.290322580644
1972,4,Far West,7542.033333333334
1972,5,Far West,5140.129032258064
1972,6,Far West,2891.2
1972,7,Far West,6210.612903225807
1972,8,Far West,6487
1972,9,Far West,10476.066666666668
1972,10,Far West,11935.225806451614
1972,11,Far West,25943.5
1972,12,Far West,27133.16129032258
1973,1,Far West,101685.58064516129
1973,2,Far West,102165.07142857143
1973,3,Far West,76907
1973,4,Far West,22191.333333333332
1973,5,Far West,11698.774193548386
1973,6,Far West,7211.6
1973,7,Far West,4598.967741935484
1973,8,Far West,5963.096774193548
1973,9,Far West,11153.466666666667
1973,10,Far West,14070.838709677419
1973,11,Far West,59945.2
1973,12,Far West,76406.3870967742
1974,1,Far West,138699.12903225806
1974,2,Far West,59178.32142857143
1974,3,Far West,77575.41935483871
1974,4,Far West,109547.46666666666
1974,5,Far West,25544.451612903227
1974,6,Far West,16943.333333333332
1974,7,Far West,9365.677419354839
1974,8,Far West,12783.709677419354
1974,9,Far West,20981.033333333333
1974,10,Far West,18529.387096774193
1974,11,Far West,23991.266666666666
1974,12,Far West,28017.709677419356
1975,1,Far West,17489.225806451614
1975,2,Far West,57330.357142857145
1975,3,Far West,66834.12903225806
1975,4,Far West,34519.26666666667
1975,5,Far West,28795.8064516129
1975,6,Far West,22508.166666666668
1975,7,Far West,11129.09677419355
1975,8,Far West,9523.354838709678
1975,9,Far West,13419.266666666666
1975,10,Far West,16900.935483870966
1975,11,Far West,17921.133333333335
1975,12,Far West,19953.870967741936
1976,1,Far West,9309.806451612903
1976,2,Far West,7471.310344827586
1976,3,Far West,7788.193548387097
1976,4,Far West,8728.933333333332
1976,5,Far West,3937.483870967742
1976,6,Far West,3775.133333333333
1976,7,Far West,4185.709677419355
1976,8,Far West,4393.548387096775
1976,9,Far West,3582.9666666666667
1976,10,Far West,3611.483870967742
1976,11,Far West,3643.4333333333334
1976,12,Far West,4213.064516129032
1977,1,Far West,4362.612903225807
1977,2,Far West,4878.25
1977,3,Far West,3007.2580645161293
1977,4,Far West,2977.0333333333333
1977,5,Far West,3909.3548387096776
1977,6,Far West,2383.1666666666665
1977,7,Far West,3049.1935483870966
1977,8,Far West,2382.6129032258063
1977,9,Far West,2717.266666666667
1977,10,Far West,2045.9032258064517
1977,11,Far West,4003.4333333333334
1977,12,Far West,8569.870967741936
1978,1,Far West,66157.03225806452
1978,2,Far West,56158.57142857143
1978,3,Far West,85618.6129032258
1978,4,Far West,61170.13333333333
1978,5,Far West,40758.87096774193
1978,6,Far West,8945.4
1978,7,Far West,3853.6129032258063
1978,8,Far West,5813.935483870968
1978,9,Far West,11717.966666666667
1978,10,Far West,9599.967741935483
1978,11,Far West,10928.066666666668
1978,12,Far West,8779.709677419354
1979,1,Far West,30522.451612903227
1979,2,Far West,46341.07142857143
1979,3,Far West,38086.8064516129
1979,4,Far West,14484.6
1979,5,Far West,13434.709677419354
1979,6,Far West,5315.766666666666
1979,7,Far West,5264.419354838709
1979,8,Far West,3356.5806451612902
1979,9,Far West,4971.7
1979,10,Far West,7798.645161290323
1979,11,Far West,12172.066666666668
1979,12,Far West,19028.548387096773
1980,1,Far West,118220.12903225806
1980,2,Far West,121654.79310344828
1980,3,Far West,99151.83870967742
1980,4,Far West,28628.366666666665
1980,5,Far West,20803.516129032258
1980,6,Far West,14790.3
1980,7,Far West,11065.225806451614
1980,8,Far West,4121.677419354839
1980,9,Far West,9803
1980,10,Far West,7320.8387096774195
1980,11,Far West,6661.8
1980,12,Far West,12486.806451612903
1981,1,Far West,18325.25806451613
1981,2,Far West,21171.39285714286
1981,3,Far West,26483.25806451613
1981,4,Far West,11647.666666666666
1981,5,Far West,9142.548387096775
1981,6,Far West,4595.8
1981,7,Far West,5305.741935483871
1981,8,Far West,3148.1935483870966
1981,9,Far West,4695.866666666667
1981,10,Far West,5213.774193548387
1981,11,Far West,36000.6
1981,12,Far West,86287.3870967742
1982,1,Far West,97674.03225806452
1982,2,Far West,92555.17857142857
1982,3,Far West,80088.3870967742
1982,4,Far West,142192.36666666667
1982,5,Far West,57781.967741935485
1982,6,Far West,28123
1982,7,Far West,16740.83870967742
1982,8,Far West,13309.258064516129
1982,9,Far West,25801.833333333332
1982,10,Far West,22975.387096774193
1982,11,Far West,39152.333333333336
1982,12,Far West,88908
1983,1,Far West,89761.54838709677
1983,2,Far West,175756.25
1983,3,Far West,266623.1612903226
1983,4,Far West,118099.73333333334
1983,5,Far West,98658.83870967742
1983,6,Far West,70929.4
1983,7,Far West,43759.1935483871
1983,8,Far West,24484.09677419355
1983,9,Far West,31441.566666666666
1983,10,Far West,32282.645161290322
1983,11,Far West,74137.13333333333
1983,12,Far West,154586.87096774194
1984,1,Far West,100905.80645161291
1984,2,Far West,41515.44827586207
1984,3,Far West,34915.51612903226
1984,4,Far West,14637.133333333333
1984,5,Far West,11092.774193548386
1984,6,Far West,7925
1984,7,Far West,10127.41935483871
1984,8,Far West,8178.612903225807
1984,9,Far West,13586.233333333334
1984,10,Far West,11899.322580645161
1984,11,Far West,25952.733333333334
1984,12,Far West,31066.322580645163
1985,1,Far West,15120.225806451614
1985,2,Far West,15589.92857142857
1985,3,Far West,10409.806451612903
1985,4,Far West,6846.1
1985,5,Far West,7290.677419354839
1985,6,Far West,5113.333333333333
1985,7,Far West,4835.387096774193
1985,8,Far West,2248.483870967742
1985,9,Far West,3174.6
1985,10,Far West,3365.548387096774
1985,11,Far West,6889.7
1985,12,Far West,9430.161290322581
1986,1,Far West,15208.838709677419
1986,2,Far West,205414.10714285713
1986,3,Far West,169447.48387096773
1986,4,Far West,46539.066666666666
1986,5,Far West,15810.129032258064
1986,6,Far West,9222.7
1986,7,Far West,7292.903225806452
1986,8,Far West,5054.258064516129
1986,9,Far West,10725.933333333332
1986,10,Far West,10608.41935483871
1986,11,Far West,7731.666666666667
1986,12,Far West,8986.354838709678
1987,1,Far West,10818.161290322581
1987,2,Far West,16859.14285714286
1987,3,Far West,22915.967741935485
1987,4,Far West,6212.233333333334
1987,5,Far West,4845.032258064516
1987,6,Far West,3382.1666666666665
1987,7,Far West,3723.8387096774195
1987,8,Far West,2772.1290322580644
1987,9,Far West,1737.3666666666666
1987,10,Far West,3761.2580645161293
1987,11,Far West,4291.033333333334
1987,12,Far West,9454.09677419355
1988,1,Far West,19590.709677419356
1988,2,Far West,3039.310344827586
1988,3,Far West,4480.645161290323
1988,4,Far West,11417.433333333332
1988,5,Far West,4658.645161290323
1988,6,Far West,3082.0666666666666
1988,7,Far West,3731.6451612903224
1988,8,Far West,2304.8709677419356
1988,9,Far West,2250.9333333333334
1988,10,Far West,3141.6451612903224
1988,11,Far West,6619.3
1988,12,Far West,7230.935483870968
1989,1,Far West,3603.8064516129034
1989,2,Far West,6378.535714285715
1989,3,Far West,38928.32258064516
1989,4,Far West,11686.5
1989,5,Far West,7378.612903225807
1989,6,Far West,6155.733333333334
1989,7,Far West,6162.612903225807
1989,8,Far West,4468.548387096775
1989,9,Far West,6445.966666666666
1989,10,Far West,4887.451612903225
1989,11,Far West,5477.8
1989,12,Far West,4399.1612903225805
1990,1,Far West,9885.741935483871
1990,2,Far West,6787.571428571428
1990,3,Far West,3813.1290322580644
1990,4,Far West,5922.766666666666
1990,5,Far West,7700.1612903225805
1990,6,Far West,4846.433333333333
1990,7,Far West,3965.8387096774195
1990,8,Far West,4460.870967741936
1990,9,Far West,2450.1666666666665
1990,10,Far West,3405.0967741935483
1990,11,Far West,4494.933333333333
1990,12,Far West,6383.451612903225
1991,1,Far West,3972.935483870968
1991,2,Far West,7361.464285714285
1991,3,Far West,24579.387096774193
1991,4,Far West,3701.4
1991,5,Far West,3862.032258064516
1991,6,Far West,4002.233333333333
1991,7,Far West,3318.483870967742
1991,8,Far West,2557.6451612903224
1991,9,Far West,3760.9333333333334
1991,10,Far West,3909.0967741935483
1991,11,Far West,3909.3333333333335
1991,12,Far West,7622.5161290322585
1992,1,Far West,6413.387096774193
1992,2,Far West,28758.827586206895
1992,3,Far West,13282.677419354839
1992,4,Far West,6258.433333333333
1992,5,Far West,3254.5806451612902
1992,6,Far West,3426
1992,7,Far West,2982.7419354838707
1992,8,Far West,2824.451612903226
1992,9,Far West,3366.0666666666666
1992,10,Far West,4350.4838709677415
1992,11,Far West,4125.833333333333
1992,12,Far West,11602.741935483871
1993,1,Far West,57885.87096774193
1993,2,Far West,55021.642857142855
1993,3,Far West,63968.6129032258
1993,4,Far West,44295.933333333334
1993,5,Far West,25188.1935483871
1993,6,Far West,27078.2
1993,7,Far West,9449.677419354839
1993,8,Far West,9421.90322580645
1993,9,Far West,5305.833333333333
1993,10,Far West,5117.8387096774195
1993,11,Far West,7380.6
1993,12,Far West,12360.838709677419
1994,1,Far West,10787.161290322581
1994,2,Far West,20557.035714285714
1994,3,Far West,10595.09677419355
1994,4,Far West,8149.666666666667
1994,5,Far West,7941.225806451613
1994,6,Far West,3781.5
1994,7,Far West,4494.645161290323
1994,8,Far West,3334.6451612903224
1994,9,Far West,5505.933333333333
1994,10,Far West,3217.1935483870966
1994,11,Far West,5356.166666666667
1994,12,Far West,9629.483870967742
1995,1,Far West,107487.48387096774
1995,2,Far West,72835.96428571429
1995,3,Far West,200644.90322580645
