MonthYear,Analyte,C10A,C3A,D10,D12,D16,D22,D26,D28A,D4,D41,D6,D7,D8,MD10A,P8
2006-01-01T08:00:00Z,DissNitrateNitrite,0.53,0.22,NA,NA,NA,NA,0.44,0.86,0.27,0.35,0.35,0.27,0.36,1.4,0.61
2006-02-01T08:00:00Z,DissNitrateNitrite,0.68,0.15,NA,NA,NA,NA,0.22,0.42,0.23,0.29,0.3,0.27,0.21,0.42,0.73
2006-03-01T08:00:00Z,DissNitrateNitrite,0.44,0.16,NA,NA,NA,NA,0.25,0.53,0.17,0.26,0.27,0.23,0.19,0.51,0.41
2006-04-01T08:00:00Z,DissNitrateNitrite,0.14,0.09,NA,NA,NA,NA,0.25,0.2,0.13,0.18,0.14,0.13,0.15,0.37,0.17
2006-05-01T07:00:00Z,DissNitrateNitrite,0.11,0.08,NA,NA,NA,NA,0.12,0.17,0.14,0.16,0.18,0.14,0.15,0.17,0.15
2006-06-01T07:00:00Z,DissNitrateNitrite,0.21,0.14,NA,NA,NA,NA,0.25,0.2,0.24,0.23,0.27,0.27,0.26,0.18,0.21
2006-07-01T07:00:00Z,DissNitrateNitrite,0.9,0.14,NA,NA,NA,NA,0.23,0.15,0.28,0.3,0.32,0.31,0.24,0.02,0.83
2006-08-01T07:00:00Z,DissNitrateNitrite,1.1,0.12,NA,NA,NA,NA,0.18,0.1,0.22,0.27,0.28,0.26,0.25,0.14,1.2
2006-09-01T07:00:00Z,DissNitrateNitrite,1.3,0.12,NA,NA,NA,NA,0.2,0.12,0.27,0.32,0.34,0.32,0.3,0.02,1.2
2006-10-01T07:00:00Z,DissNitrateNitrite,1.1,0.19,NA,NA,NA,NA,0.28,0.19,0.35,0.3,0.39,0.37,0.37,0.21,1.5
2006-11-01T08:00:00Z,DissNitrateNitrite,1.8,0.23,NA,NA,NA,NA,0.35,0.34,0.46,0.3,0.41,0.43,0.44,0.54,1.2
2006-12-01T08:00:00Z,DissNitrateNitrite,2,0.19,NA,NA,NA,NA,0.43,0.47,0.5,0.39,0.47,0.51,0.42,0.78,2.2
2007-01-01T08:00:00Z,DissNitrateNitrite,1.45,0.27,NA,NA,NA,NA,0.59,0.68,0.55,0.36,0.47,0.57,0.56,0.81,2.36
2007-02-01T08:00:00Z,DissNitrateNitrite,1.44,1.12,NA,NA,NA,NA,0.52,0.67,0.44,0.43,0.55,0.57,0.48,0.39,2.67
2007-03-01T08:00:00Z,DissNitrateNitrite,1.2,0.23,NA,NA,NA,NA,0.46,0.66,0.28,0.41,0.48,0.49,0.46,1,2.3
2007-04-01T07:00:00Z,DissNitrateNitrite,1.6,0.14,NA,NA,NA,NA,0.39,0.36,0.45,0.44,0.52,0.54,0.51,0.17,2.3
2007-05-01T07:00:00Z,DissNitrateNitrite,1.1,0.16,NA,NA,NA,NA,0.56,0.41,0.5,0.44,0.46,0.55,0.54,0.29,1.4
2007-06-01T07:00:00Z,DissNitrateNitrite,1.2,0.2,NA,NA,NA,NA,0.59,0.56,0.59,0.44,0.62,0.52,0.63,0.42,1.3
2007-07-01T07:00:00Z,DissNitrateNitrite,1.9,0.11,NA,NA,NA,NA,0.21,0.28,0.41,0.47,0.6,0.57,0.53,0.18,0.9
