Date,Station,Year,Latitude,Longitude,Temperature,Chlorophyll,Secchi,DON,DissOrthophos,TotPhos,DissSilica,TKN,Salinity,DissNitrateNitrite,DissAmmonia,DissAmmonia_uM
1976-04-05T08:00:00Z,C10A,1976,37.67575,-121.265,15,23.93,36,0.2,0.14,0.33,20,0.8,0.4592349502584863,1.9,NA,NA
1976-04-19T08:00:00Z,C10A,1976,37.67575,-121.265,19,56.35,36,0.3,0.06,0.28,15,1,0.4612769682246723,1.5,NA,NA
1976-05-06T07:00:00Z,C10A,1976,37.67575,-121.265,20,81.82,20,0.4,0.14,0.2,19,1.3,0.5438495671862498,1.6,NA,NA
1976-05-20T07:00:00Z,C10A,1976,37.67575,-121.265,22,142.03,25,0.4,0.11,0.52,14,1.7,0.5284086888725826,1.2,NA,NA
1976-06-03T07:00:00Z,C10A,1976,37.67575,-121.265,20,142.03,20,0.2,0.08,0.47,15,1.4,0.5078590037163893,0.98,NA,NA
1976-06-17T07:00:00Z,C10A,1976,37.67575,-121.265,26,101.89,28,0.5,0.13,0.58,15,1.5,0.5181283354328927,1.4,NA,NA
1976-07-06T07:00:00Z,C10A,1976,37.67575,-121.265,26,253.18,15,0.4,0.06,0.79,13,1.8,0.4976008439778666,1.2,NA,NA
1976-07-19T07:00:00Z,C10A,1976,37.67575,-121.265,26,209.95,23,0.4,0.1,0.11,12,2,0.5232671436488788,1.2,NA,NA
1976-08-03T07:00:00Z,C10A,1976,37.67575,-121.265,24,142.03,13,0.4,0.14,0.55,15,1.3,0.4490320613438258,1.3,NA,NA
1976-08-26T07:00:00Z,C10A,1976,37.67575,-121.265,24,34.73,41,0.4,0.15,0.24,21,0.8,0.44393515593995325,1.6,NA,NA
1976-09-14T07:00:00Z,C10A,1976,37.67575,-121.265,23,34.73,25,0.4,0.15,0.2,23,1.3,0.417481061741777,2,NA,NA
1976-09-27T07:00:00Z,C10A,1976,37.67575,-121.265,22,14.67,51,0.6,0.16,0.38,22,1.8,0.45974540997893487,1.7,NA,NA
1976-10-12T07:00:00Z,C10A,1976,37.67575,-121.265,21,6.95,41,0.5,0.14,0.42,23,1.8,0.5232671436488788,1.5,NA,NA
1976-10-28T07:00:00Z,C10A,1976,37.67575,-121.265,17,15.44,51,0.6,0.14,0.77,23,1.5,0.5232671436488788,1.6,NA,NA
1976-11-09T08:00:00Z,C10A,1976,37.67575,-121.265,16,20.84,46,0.5,0.13,0.25,22,1,0.5593144438052229,1.6,NA,NA
1976-12-14T08:00:00Z,C10A,1976,37.67575,-121.265,10,2.35,76,0.2,0.1,0.21,21,0.7,0.5438495671862498,1.6,NA,NA
1977-01-25T08:00:00Z,C10A,1977,37.67575,-121.265,8,17.6,53,0.4,0.16,0.29,19,1.2,0.8730691498290518,2.4,NA,NA
1977-02-23T08:00:00Z,C10A,1977,37.67575,-121.265,14,12.04,61,0.3,0.09,0.1,20,0.8,0.746617059392809,2.2,NA,NA
1977-03-09T08:00:00Z,C10A,1977,37.67575,-121.265,14,11.89,60,0.2,0.04,0.13,19,0.5,0.4883781802547163,1.3,NA,NA
1977-03-28T08:00:00Z,C10A,1977,37.67575,-121.265,14,20.07,40,0.3,0.08,0.21,21,0.8,0.590314398693388,2,NA,NA
1977-04-12T08:00:00Z,C10A,1977,37.67575,-121.265,22,82.59,36,0.3,0.05,0.14,20,1,0.8096967588374558,2.2,NA,NA
1977-04-25T07:00:00Z,C10A,1977,37.67575,-121.265,22,61.75,38,0.2,0.02,0.16,22,0.9,0.8466294022462244,1.9,NA,NA
1977-05-10T07:00:00Z,C10A,1977,37.67575,-121.265,18,132.76,28,0.3,0.19,0.4,22,1.5,0.7833770703218323,2.7,NA,NA
1977-05-24T07:00:00Z,C10A,1977,37.67575,-121.265,20,172.9,38,0.3,0.05,0.3,18,1.1,0.8202389186038476,1.4,NA,NA
1977-06-06T07:00:00Z,C10A,1977,37.67575,-121.265,26,213.04,32,0.2,0.01,0.17,20,1.2,0.7676101174302512,0.74,NA,NA
1977-06-22T07:00:00Z,C10A,1977,37.67575,-121.265,28,142.03,40,0.4,0.01,0.44,20,1.6,0.8571994481770343,0.78,NA,NA
1977-07-06T07:00:00Z,C10A,1977,37.67575,-121.265,26,111.15,28,0.2,0.04,0.29,21,1.1,0.8255130232349461,1.2,NA,NA
1977-07-21T07:00:00Z,C10A,1977,37.67575,-121.265,25,314.93,20,0.4,0.01,0.27,15,1.7,0.9367195096663767,0.82,NA,NA
1977-08-08T07:00:00Z,C10A,1977,37.67575,-121.265,27,302.58,16,0.5,0.04,0.23,10,1.8,0.8466294022462244,1.3,NA,NA
1977-08-22T07:00:00Z,C10A,1977,37.67575,-121.265,28,370.5,32,0.5,0.09,0.44,16,1.6,0.8519134442015954,1.2,NA,NA
1977-09-01T07:00:00Z,C10A,1977,37.67575,-121.265,24,209.95,15,0.3,0.01,0.35,16,2,0.8836586114087707,0.73,NA,NA
1977-09-20T07:00:00Z,C10A,1977,37.67575,-121.265,23,111.15,30,0.3,0.1,0.26,24,2,0.8360672379440115,1.3,NA,NA
1977-10-05T07:00:00Z,C10A,1977,37.67575,-121.265,22,237.74,25,0.5,0.01,0.46,22,2,0.878362919901324,1.4,NA,NA
1977-10-17T07:00:00Z,C10A,1977,37.67575,-121.265,21,200.69,36,0.6,0.03,0.32,28,2.2,0.8413473306765131,1.3,NA,NA
1977-11-15T08:00:00Z,C10A,1977,37.67575,-121.265,15,8.65,44,0.4,0.05,0.25,26,1.2,0.5335529530287269,4.6,NA,NA
1977-12-14T08:00:00Z,C10A,1977,37.67575,-121.265,11,6.95,50,0.4,0.12,0.5,23,1.5,0.4976008439778666,2,NA,NA
1978-01-11T08:00:00Z,C10A,1978,37.67575,-121.265,13,16.06,22,1.1,0.17,0.79,19,2,0.30205971561254097,1.7,NA,NA
1978-02-14T08:00:00Z,C10A,1978,37.67575,-121.265,10,6.18,16,NA,0.17,0.27,14,1.4,0.18331434539638433,1.8,NA,NA
1978-03-14T08:00:00Z,C10A,1978,37.67575,-121.265,15,13.59,21,0.6,0.13,0.25,15,0.8,0.1545343078525348,0.64,NA,NA
1978-04-03T08:00:00Z,C10A,1978,37.67575,-121.265,15,12.97,NA,0.3,0.08,0.15,12,0.5,0.13560689950619487,0.34,NA,NA
1978-04-17T08:00:00Z,C10A,1978,37.67575,-121.265,15,10.65,33,0.4,NA,NA,13,0.5,0.1191685915135496,0.32,NA,NA
1978-05-01T07:00:00Z,C10A,1978,37.67575,-121.265,18,2.16,40,0.4,0.12,0.2,14,0.6,0.10326702727577193,0.27,NA,NA
1978-05-16T07:00:00Z,C10A,1978,37.67575,-121.265,18,14.36,28,0.3,NA,NA,13,0.6,0.10519184078800826,0.2,NA,NA
1978-06-12T07:00:00Z,C10A,1978,37.67575,-121.265,21,14.2,20,0.2,0.06,0.17,12,0.6,0.10326702727577193,0.31,NA,NA
1978-06-26T07:00:00Z,C10A,1978,37.67575,-121.265,22,7.1,25,0.3,NA,NA,14,0.6,0.1691463857712447,0.44,NA,NA
1978-07-10T07:00:00Z,C10A,1978,37.67575,-121.265,25,28.41,25,0.4,0.09,0.22,17,0.8,0.2845889317044216,0.81,NA,NA
1978-07-24T07:00:00Z,C10A,1978,37.67575,-121.265,27,36.43,24,0.5,NA,NA,18,1.1,0.3976968032270527,1.2,NA,NA
1978-08-08T07:00:00Z,C10A,1978,37.67575,-121.265,28,51.87,22,0.4,0.23,0.4,25,1.4,0.45005180719360727,1.8,NA,NA
1978-08-21T07:00:00Z,C10A,1978,37.67575,-121.265,24,58.66,22,0.4,NA,NA,17,1.2,0.40479317603590037,1.7,NA,NA
1978-09-11T07:00:00Z,C10A,1978,37.67575,-121.265,21,27.79,30,0.5,0.08,0.33,16,1.2,0.19359981999288844,0.92,NA,NA
1978-09-25T07:00:00Z,C10A,1978,37.67575,-121.265,21,54.34,NA,0.5,NA,NA,13,1,0.16719548292167574,0.48,NA,NA
1978-10-10T07:00:00Z,C10A,1978,37.67575,-121.265,19,11.73,41,0.3,0.12,0.24,14,0.8,0.1530756084783094,0.63,NA,NA
1978-10-23T07:00:00Z,C10A,1978,37.67575,-121.265,16,7.9,36,0.3,NA,NA,11,0.8,0.1191685915135496,0.49,NA,NA
1978-11-20T08:00:00Z,C10A,1978,37.67575,-121.265,12,8.27,56,0.2,0.09,0.61,12,0.8,0.21177359549615912,0.68,NA,NA
1978-12-04T08:00:00Z,C10A,1978,37.67575,-121.265,10,12.04,64,0.3,0.09,0.19,11,0.7,0.2206382244329028,0.64,NA,NA
1979-01-16T08:00:00Z,C10A,1979,37.67575,-121.265,10,9.27,22,1.1,0.16,0.32,12,1.3,0.12496380539381614,0.91,0.24,14.0928
1979-02-15T08:00:00Z,C10A,1979,37.67575,-121.265,11,4.02,50,NA,0.06,0.15,11,0.5,0.16086061846284047,0.59,NA,NA
1979-03-05T08:00:00Z,C10A,1979,37.67575,-121.265,13,7.72,46,0.6,0.1,0.18,10,0.7,0.12979857524946076,0.45,0.12,7.0464
1979-03-19T08:00:00Z,C10A,1979,37.67575,-121.265,12,6.18,52,0.3,NA,NA,13,0.4,0.16232175256067471,0.62,0.07,4.110400000000001
1979-04-02T08:00:00Z,C10A,1979,37.67575,-121.265,14,10.81,33,0.6,0.07,0.16,15,0.6,0.1789129172372682,0.57,0.02,1.1744
1979-04-17T08:00:00Z,C10A,1979,37.67575,-121.265,17,28.1,40,0.5,NA,NA,17,1.3,0.44801243683780756,1.3,0.3,17.616000000000003
1979-05-01T07:00:00Z,C10A,1979,37.67575,-121.265,18,31.13,30,0.7,0.16,0.44,20,1.4,0.38251207970711953,1.6,0.13,7.6336
1979-05-21T07:00:00Z,C10A,1979,37.67575,-121.265,21,45.08,28,0.4,NA,NA,21,1,0.26368951160134135,0.82,0.05,2.9360000000000004
1979-06-04T07:00:00Z,C10A,1979,37.67575,-121.265,24,33.97,28,0.1,0.12,0.29,16,0.7,0.20587226125857908,0.79,0.22,12.918400000000002
1979-06-18T07:00:00Z,C10A,1979,37.67575,-121.265,22,40.14,28,0.2,NA,NA,18,1.1,0.3060598127808177,1.1,0.12,7.0464
1979-07-02T07:00:00Z,C10A,1979,37.67575,-121.265,25,79.86,32,0.5,0.16,0.38,20,1.2,0.3976968032270527,1.4,NA,NA
1979-07-16T07:00:00Z,C10A,1979,37.67575,-121.265,27,NA,22,0.4,NA,NA,22,1.6,0.3885823715956887,1.3,0.06,3.5232
1979-08-13T07:00:00Z,C10A,1979,37.67575,-121.265,25,47.43,21,0.6,0.15,0.39,19,1.5,0.37644664181214704,1.3,0.05,2.9360000000000004
1979-08-27T07:00:00Z,C10A,1979,37.67575,-121.265,24,NA,30,0.5,NA,NA,19,1.2,0.33865085365711667,1.4,0.19,11.1568
1979-09-11T07:00:00Z,C10A,1979,37.67575,-121.265,25,29.49,28,0.5,0.17,0.34,20,1.3,0.3250938066408023,1.3,0.16,9.3952
1979-09-24T07:00:00Z,C10A,1979,37.67575,-121.265,22,13.44,36,0.4,NA,NA,18,0.9,0.20095969248120693,0.97,0.12,7.0464
1979-10-09T07:00:00Z,C10A,1979,37.67575,-121.265,20,9.64,36,0.3,0.12,0.24,16,0.8,0.1940901405002954,0.83,0.1,5.872000000000001
1979-10-22T07:00:00Z,C10A,1979,37.67575,-121.265,15,NA,40,0.3,NA,NA,14,0.6,0.2102976263318831,0.71,0.1,5.872000000000001
1979-11-26T08:00:00Z,C10A,1979,37.67575,-121.265,12,5.72,60,0.4,0.11,0.23,16,0.8,0.2453396537912033,0.87,0.22,12.918400000000002
1979-12-05T08:00:00Z,C10A,1979,37.67575,-121.265,11,8.65,64,0.2,0.14,0.22,15,0.7,0.2612063789619941,0.92,0.28,16.441600000000005
1980-02-06T08:00:00Z,C10A,1980,37.67575,-121.265,11,2.78,NA,0.1,0.06,0.11,11,0.4,0.12158240834034155,0.36,0.06,3.5232
1980-03-10T08:00:00Z,C10A,1980,37.67575,-121.265,14,13.13,NA,0.3,0.07,0.13,11,0.5,0.10904360588451924,0.3,0.03,1.7616
1980-03-24T08:00:00Z,C10A,1980,37.67575,-121.265,13,12.97,NA,0.3,NA,NA,10,0.4,0.12496380539381614,0.19,0.01,0.5872
1980-04-07T08:00:00Z,C10A,1980,37.67575,-121.265,13,9.42,NA,0.2,0.06,0.14,12,0.5,0.14530360840572312,0.46,0.07,4.110400000000001
1980-04-21T08:00:00Z,C10A,1980,37.67575,-121.265,15,17.6,NA,0.3,NA,NA,11,0.4,0.13028232625202854,0.27,0.02,1.1744
1980-05-05T07:00:00Z,C10A,1980,37.67575,-121.265,18,14.21,NA,0.2,0.05,0.13,13,0.4,0.10230488236588879,0.32,0.01,0.5872
1980-05-19T07:00:00Z,C10A,1980,37.67575,-121.265,21,23.01,NA,0.2,NA,NA,9.9,0.5,0.1119343443472945,0.16,0.07,4.110400000000001
1980-06-03T07:00:00Z,C10A,1980,37.67575,-121.265,17,14.36,NA,0.2,0.04,0.14,13,0.4,0.12158240834034155,0.32,0.02,1.1744
1980-06-17T07:00:00Z,C10A,1980,37.67575,-121.265,22,29.18,NA,0.2,NA,NA,14,0.5,0.1975237374291897,0.71,0.01,0.5872
1980-07-01T07:00:00Z,C10A,1980,37.67575,-121.265,21,NA,NA,0.2,0.1,0.21,13,0.6,0.1750039089136414,0.74,0.1,5.872000000000001
1980-07-15T07:00:00Z,C10A,1980,37.67575,-121.265,23,5.07,NA,0.3,NA,NA,19,0.7,0.23445720480753213,1,0.1,5.872000000000001
1980-08-04T07:00:00Z,C10A,1980,37.67575,-121.265,26,39.28,NA,0.4,0.18,0.34,19,1.2,0.36634850243923683,1.7,0.21,12.3312
1980-08-18T07:00:00Z,C10A,1980,37.67575,-121.265,24,42,NA,0.5,NA,NA,19,0.9,0.34921361422880065,1.6,0.03,1.7616
1980-09-02T07:00:00Z,C10A,1980,37.67575,-121.265,24,25.08,NA,0.3,0.12,0.24,16,0.8,0.27263747987401893,1.3,0.07,4.110400000000001
1980-09-15T07:00:00Z,C10A,1980,37.67575,-121.265,21,8.53,NA,0.2,NA,NA,13,0.5,0.13463834237643849,0.62,0.03,1.7616
1980-10-14T07:00:00Z,C10A,1980,37.67575,-121.265,16,NA,NA,0.2,0.07,0.16,13,0.5,0.12448060110339636,0.65,0.1,5.872000000000001
1980-10-27T08:00:00Z,C10A,1980,37.67575,-121.265,15,1.61,NA,0.1,NA,NA,12,0.4,0.1496737561621131,0.75,0.08,4.6976
1980-11-12T08:00:00Z,C10A,1980,37.67575,-121.265,14,6.06,NA,0.2,0.1,0.22,15,0.8,0.21965252406863542,0.98,0.18,10.569600000000001
1980-12-10T08:00:00Z,C10A,1980,37.67575,-121.265,9,3.34,NA,0.2,0.09,0.16,14,0.6,0.2512844987970654,0.89,0.19,11.1568
1981-01-08T08:00:00Z,C10A,1981,37.67575,-121.265,9,NA,NA,0.2,0.06,0.12,10,0.4,0.16427063915617088,0.66,0.13,7.6336
1981-02-24T08:00:00Z,C10A,1981,37.67575,-121.265,14,6.3,NA,0.4,0.11,0.24,18,0.9,0.6006680543607154,2.1,0.2,11.744000000000002
1981-03-11T08:00:00Z,C10A,1981,37.67575,-121.265,16,10.26,NA,0.6,0.16,0.31,16,1.2,0.45005180719360727,1.8,0.15,8.808000000000002
1981-03-24T08:00:00Z,C10A,1981,37.67575,-121.265,16,10.38,NA,0.8,0.19,0.35,14,1.3,0.33011179694952236,1.3,0.15,8.808000000000002
1981-04-09T08:00:00Z,C10A,1981,37.67575,-121.265,18,38.29,NA,0.4,0.18,0.38,18,1,0.5541568468341574,1.8,0.04,2.3488
1981-04-27T07:00:00Z,C10A,1981,37.67575,-121.265,18,17.91,NA,0.3,NA,NA,16,0.7,0.29506556976694465,1.2,0.06,3.5232
1981-05-11T07:00:00Z,C10A,1981,37.67575,-121.265,22,30.11,NA,0.3,0.14,0.26,16,0.7,0.30906151368743195,1.3,0.02,1.1744
1981-05-26T07:00:00Z,C10A,1981,37.67575,-121.265,22,40.14,NA,0.4,0.13,0.29,18,0.9,0.38807632975132555,1.5,0.02,1.1744
1981-06-08T07:00:00Z,C10A,1981,37.67575,-121.265,25,52.03,NA,0.4,0.18,0.35,20,1.1,0.4002304864634751,1.3,0.01,0.5872
1981-06-23T07:00:00Z,C10A,1981,37.67575,-121.265,25,36.28,NA,0.4,NA,NA,19,0.8,0.30756048942426395,1,0.01,0.5872
1981-07-06T07:00:00Z,C10A,1981,37.67575,-121.265,26,22.08,NA,0.3,0.12,0.3,16,0.8,0.2910723914258817,1.3,0.01,0.5872
1981-07-21T07:00:00Z,C10A,1981,37.67575,-121.265,26,49.87,NA,0.4,NA,NA,19,1.2,0.4271371847134349,1.7,0.1,5.872000000000001
1981-08-05T07:00:00Z,C10A,1981,37.67575,-121.265,24,18.38,NA,0.5,0.19,0.4,19,1.3,0.4459735525935409,1.8,0.12,7.0464
1981-08-18T07:00:00Z,C10A,1981,37.67575,-121.265,23,NA,NA,0.4,NA,NA,20,0.9,0.37796254349116454,1.5,0.06,3.5232
1981-09-01T07:00:00Z,C10A,1981,37.67575,-121.265,24,28.87,NA,0.5,0.13,0.29,18,0.8,0.3794787508913837,1.4,0.04,2.3488
1981-09-15T07:00:00Z,C10A,1981,37.67575,-121.265,22,20.85,NA,0.4,NA,NA,17,1,0.4037790169134152,1.5,0.1,5.872000000000001
1981-10-05T07:00:00Z,C10A,1981,37.67575,-121.265,20,17.45,NA,0.3,0.1,0.29,23,0.9,0.2825953911205881,1.4,0.07,4.110400000000001
1981-10-19T07:00:00Z,C10A,1981,37.67575,-121.265,18,9.58,NA,0.4,NA,NA,19,0.9,0.33915348051016214,1.6,0.25,14.680000000000001
1981-11-16T08:00:00Z,C10A,1981,37.67575,-121.265,16,16.68,NA,0.8,0.29,0.58,19,2,0.38301775265507715,1.4,0.75,44.040000000000006
1981-12-14T08:00:00Z,C10A,1981,37.67575,-121.265,13,4.64,NA,0.3,0.17,0.34,20,1.2,0.40580746511251303,1.6,0.47,27.5984
1982-01-27T08:00:00Z,C10A,1982,37.67575,-121.265,9,3.09,NA,0.5,0.14,0.27,19,1.1,0.38554662200463957,1.2,0.31,18.203200000000002
1982-02-10T08:00:00Z,C10A,1982,37.67575,-121.265,10,3.4,NA,0.2,0.08,0.19,7.3,0.6,0.26865893422808457,0.76,0.16,9.3952
1982-03-01T08:00:00Z,C10A,1982,37.67575,-121.265,11,5.56,NA,0.2,0.05,0.13,11,0.3,0.13657565854392145,0.52,0.09,5.284800000000001
1982-03-15T08:00:00Z,C10A,1982,37.67575,-121.265,12,5.87,NA,0.2,NA,NA,11,0.4,0.1603736749838103,0.66,0.12,7.0464
1982-04-13T08:00:00Z,C10A,1982,37.67575,-121.265,15,9.26,NA,0.3,0.09,0.16,12,0.6,0.11097057996481918,0.27,0.09,5.284800000000001
1982-05-17T07:00:00Z,C10A,1982,37.67575,-121.265,18,6.49,NA,0.3,0.08,0.15,9.8,0.4,0.08693260972193911,0.21,0.06,3.5232
1982-06-14T07:00:00Z,C10A,1982,37.67575,-121.265,20,12.04,NA,0.2,0.07,0.19,14,0.6,0.1593999399668588,0.62,0.11,6.459200000000001
1982-06-28T07:00:00Z,C10A,1982,37.67575,-121.265,20,18.22,NA,0.2,0.06,0.15,12,0.5,0.1331858846751338,0.51,0.04,2.3488
1982-07-12T07:00:00Z,C10A,1982,37.67575,-121.265,22,20.22,NA,0.3,0.08,0.22,15,1,0.20931388177990437,0.86,0.08,4.6976
1982-07-26T07:00:00Z,C10A,1982,37.67575,-121.265,22,15.13,NA,0.2,NA,NA,14,0.6,0.1950709267277081,0.91,0.07,4.110400000000001
1982-08-09T07:00:00Z,C10A,1982,37.67575,-121.265,22,16.83,NA,0.2,0.1,0.23,16,0.7,0.2132499863926193,1.2,0.11,6.459200000000001
1982-08-25T07:00:00Z,C10A,1982,37.67575,-121.265,22,8.65,NA,0.1,NA,NA,14,0.6,0.1975237374291897,1,0.08,4.6976
1982-09-07T07:00:00Z,C10A,1982,37.67575,-121.265,22,10.96,NA,0.2,0.08,0.18,12,0.6,0.16573283420121734,0.75,0.05,2.9360000000000004
1982-09-20T07:00:00Z,C10A,1982,37.67575,-121.265,17,4.17,NA,0.2,NA,NA,12,0.4,0.09173223502218054,0.47,0.05,2.9360000000000004
1982-10-05T07:00:00Z,C10A,1982,37.67575,-121.265,15,3.55,NA,0.2,0.05,0.1,11,0.3,0.07159399580959235,0.33,0.04,2.3488
1982-10-19T07:00:00Z,C10A,1982,37.67575,-121.265,15,4.48,NA,0.1,NA,NA,11,0.4,0.08693260972193911,0.45,0.08,4.6976
1982-11-04T08:00:00Z,C10A,1982,37.67575,-121.265,14,3.86,NA,0.1,0.06,0.13,12,0.4,0.07638457765773324,0.34,0.12,7.0464
1982-12-02T08:00:00Z,C10A,1982,37.67575,-121.265,11,8.8,NA,0.4,0.11,0.28,12,1,0.08309533546672404,0.45,0.17,9.9824
1983-01-03T08:00:00Z,C10A,1983,37.67575,-121.265,7,1.7,NA,0.2,0.04,0.1,12,0.3,0.08069802975257187,0.26,0.03,1.7616
1983-02-03T08:00:00Z,C10A,1983,37.67575,-121.265,11,1.54,NA,0.4,0.13,0.16,14,0.7,0.11338034085456973,0.41,0.12,7.0464
1983-03-21T08:00:00Z,C10A,1983,37.67575,-121.265,13,3.71,NA,0.3,0.08,0.15,14,0.4,0.13706011385442096,0.38,0.04,2.3488
1983-05-02T07:00:00Z,C10A,1983,37.67575,-121.265,16,9.73,NA,0.2,0.04,0.1,12,0.4,0.09557458888969295,0.28,0.02,1.1744
1983-06-14T07:00:00Z,C10A,1983,37.67575,-121.265,20,6.33,NA,0.2,0.03,0.15,9.4,0.5,0.05722909648899372,0.16,0.02,1.1744
1983-07-14T07:00:00Z,C10A,1983,37.67575,-121.265,23,4.32,NA,0.3,0.03,0.1,8.6,0.4,0.052919236229822524,0.18,0.03,1.7616
1983-08-15T07:00:00Z,C10A,1983,37.67575,-121.265,21,8.18,NA,0.2,0.05,0.16,13,0.5,0.1545343078525348,0.78,0.07,4.110400000000001
1983-09-26T07:00:00Z,C10A,1983,37.67575,-121.265,19,2.93,NA,0.2,0.04,0.11,10,0.4,0.07398903943205946,0.44,0.05,2.9360000000000004
1983-10-11T07:00:00Z,C10A,1983,37.67575,-121.265,19,5.71,NA,0.2,0.03,0.1,9.1,0.3,0.07111503937452167,0.31,0.03,1.7616
1983-11-07T08:00:00Z,C10A,1983,37.67575,-121.265,15,6.79,NA,0.1,0.07,0.19,13,0.7,0.18869928689705115,0.89,0.18,10.569600000000001
1983-12-07T08:00:00Z,C10A,1983,37.67575,-121.265,10,4.01,NA,0.1,0.04,0.1,11,0.4,0.09173223502218054,0.48,0.08,4.6976
1984-01-23T08:00:00Z,C10A,1984,37.67575,-121.265,10,5.4,NA,0.1,0.04,0.09,12,0.5,0.10086198756078818,0.36,0.06,3.5232
1984-02-07T08:00:00Z,C10A,1984,37.67575,-121.265,11,4.79,NA,0.2,0.03,0.11,12,0.4,0.1667078829802988,0.77,0.07,4.110400000000001
1984-03-08T08:00:00Z,C10A,1984,37.67575,-121.265,13,6.79,NA,0.2,0.06,0.12,16,0.5,0.18869928689705115,0.74,0.12,7.0464
1984-04-09T08:00:00Z,C10A,1984,37.67575,-121.265,16,19.3,NA,0.4,0.07,0.22,16,0.6,0.30706022520198767,1.6,0.04,2.3488
1984-05-07T07:00:00Z,C10A,1984,37.67575,-121.265,18,37.67,NA,0.3,0.1,0.24,16,0.8,0.2756231293367833,1.4,0.1,5.872000000000001
1984-06-04T07:00:00Z,C10A,1984,37.67575,-121.265,20,31.03,NA,0.3,0.16,0.28,16,0.9,0.3065599996416338,1.5,0.06,3.5232
1984-07-05T07:00:00Z,C10A,1984,37.67575,-121.265,27,43.53,NA,0.4,0.16,0.34,19,1.2,0.3446847699785441,1.9,0.15,8.808000000000002
1984-07-17T07:00:00Z,C10A,1984,37.67575,-121.265,28,32.73,NA,0.4,NA,NA,NA,0.5,0.3411643514415415,1.7,0.08,4.6976
